prkplceNo,prkplceNm,prkplceSe,prkplceType,rdnmadr,lnmadr,prkcmprt,feedingSe,enforceSe,operDay,weekdayOperOpenHhmm,weekdayOperColseHhmm,satOperOperOpenHhmm,satOperCloseHhmm,holidayOperOpenHhmm,holidayCloseOpenHhmm,parkingchrgeInfo,basicTime,basicCharge,addUnitTime,addUnitCharge,dayCmmtktAdjTime,dayCmmtkt,monthCmmtkt,metpay,spcmnt,institutionNm,phoneNumber,latitude,longitude,pwdbsPpkZoneYn,referenceDate,insttCode,insttNm
132-2-000009,수정1동,공영,노외,부산광역시 동구 홍곡남로 15,부산광역시 동구 수정동 1043-60,53,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금,,부산광역시 동구청,051-440-4742,35.12482562,129.0389031,Y,2026-04-16,3270000,부산광역시 동구
132-2-000010,수정2동,공영,노외,부산광역시 동구 수정공원로 41,부산광역시 동구 수정동 771-210,28,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1305959,129.0391654,N,2026-04-16,3270000,부산광역시 동구
132-2-000011,수정2동 제2공영,공영,노외,부산광역시 동구 수정로 54-1,부산광역시 동구 수정동 785-8,40,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13014573,129.0419229,Y,2026-04-16,3270000,부산광역시 동구
132-2-000012,수정4동,공영,노외,부산광역시 동구 망양로694번길 7-1,부산광역시 동구 수정동 968-11,38,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.1273455,129.0416731,Y,2026-04-16,3270000,부산광역시 동구
132-2-000013,수정5동,공영,노외,부산광역시 동구 수정공원북로 7,부산광역시 동구 수정동 410-111,49,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,2400,52000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13711518,129.0456733,Y,2026-04-16,3270000,부산광역시 동구
132-1-000015,중앙대로296번길 제1노상,공영,노상,부산광역시 동구 중앙대로296번길 7-3,부산광역시 동구 초량동 1159-1,9,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12320136,129.0450086,N,2026-04-16,3270000,부산광역시 동구
132-1-000002,조방로16번길 제1노상,공영,노상,부산광역시 동구 조방로 39-7,부산광역시 동구 범일동 830-303,17,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.13956561,129.0610276,N,2026-04-16,3270000,부산광역시 동구
132-1-000020,중앙대로248번길 제3노상,공영,노상,부산광역시 동구 중앙대로248번길 7-6,부산광역시 동구 초량동 1188-1,20,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.11900702,129.0434347,Y,2026-04-16,3270000,부산광역시 동구
132-2-000017,성남로 제1노외,공영,노외,부산광역시 동구 성남로 35-1,부산광역시 동구 좌천동 1119,29,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,8000,160000,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12974704,129.0544179,Y,2026-04-16,3270000,부산광역시 동구
132-1-000021,중앙대로332번길 제3노상,공영,노상,부산광역시 동구 중앙대로332번길 7-12,부산광역시 동구 초량동 1150-1,22,1,미시행,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,18:00,유료,10,500,10,500,,,,현금+카드결제 등,,부산광역시 동구청,051-440-4742,35.12613367,129.0470526,Y,2026-04-16,3270000,부산광역시 동구
136-2-001438,대연1동 공영주차장,공영,노외,,부산광역시 남구 대연동 1750-7,10,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연1동 주민자치위원회,051-607-6604,35.1341998,129.0898621,N,2026-04-15,3310000,부산광역시 남구
136-1-000001,유엔평화로 9번길(항도빌라 주변),공영,노상,부산광역시 남구 유엔평화로9번길 42,부산광역시 남구 대연동 1731-1,11,4,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0,40000,,,,,40000,고지서+카드결제+자동이체,,대연1동 주민자치위원회,051-607-6604,35.13403725,129.094297,N,2026-04-15,3310000,부산광역시 남구
131-2-000001,충무동새벽시장공영,공영,노외,,부산광역시 서구 남부민동 685-1,68,2,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.092783,129.0249253,,2026-04-21,3260000,부산광역시 서구
131-2-000002,송도공영,공영,노외,,부산광역시 서구 암남동 579,49,2,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.07374199,129.0157119,,2026-04-21,3260000,부산광역시 서구
131-2-000003,망양공영,공영,노외,,부산광역시 서구 동대신동1가 11-15,101,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.11160047,129.0251193,,2026-04-21,3260000,부산광역시 서구
131-2-000004,북산리공영,공영,노외,,부산광역시 서구 동대신동2가 79-39,99,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.11450349,129.0241822,,2026-04-21,3260000,부산광역시 서구
131-2-000005,고운들공영,공영,노외,,부산광역시 서구 서대신동2가 509-233,81,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.10674959,129.0125065,,2026-04-21,3260000,부산광역시 서구
131-2-000006,구덕꽃마을공영,공영,노외,,부산광역시 서구 서대신동3가 산 10-1,124,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.12709753,129.0077639,,2026-04-21,3260000,부산광역시 서구
131-2-000008,아미까치공영,공영,노외,,부산광역시 서구 아미동2가 249-1,65,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.10443625,129.0094865,,2026-04-21,3260000,부산광역시 서구
131-2-000009,아미골공영,공영,노외,,부산광역시 서구 아미동2가 212-8,62,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.09916475,129.0136227,,2026-04-21,3260000,부산광역시 서구
131-2-000010,아미초등학교지하공영,공영,노외,,부산광역시 서구 아미동2가 89,75,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.09877555,129.0155897,,2026-04-21,3260000,부산광역시 서구
131-2-000011,해돋이공영,공영,노외,,부산광역시 서구 남부민동 50-13,101,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.091305,129.0211395,,2026-04-21,3260000,부산광역시 서구
131-2-000012,부민동공영,공영,노외,,부산광역시 서구 부민동3가 56,56,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.10249017,129.0167617,,2026-04-21,3260000,부산광역시 서구
131-2-000013,부민동제2공영,공영,노외,,부산광역시 서구 부민동3가 36-1,30,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.10334257,129.0177433,,2026-04-21,3260000,부산광역시 서구
131-2-000014,남부민2동공영,공영,노외,,부산광역시 서구 남부민동 595-2,149,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.08369899,129.0211272,,2026-04-21,3260000,부산광역시 서구
131-2-000015,충무동골목시장공영,공영,노외,,부산광역시 서구 충무동1가 37-1,12,2,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.09439676,129.0238831,,2026-04-21,3260000,부산광역시 서구
131-2-000016,암남공원공영,공영,노외,,부산광역시 서구 암남동 620-4,320,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,300,10,300,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.06379407,129.0205153,,2026-04-21,3260000,부산광역시 서구
131-2-000017,천해로공영,공영,노외,,부산광역시 서구 남부민동 434-227,54,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.08407811,129.0161998,,2026-04-21,3260000,부산광역시 서구
131-2-000019,시약로공영,공영,노외,,부산광역시 서구 서대신동3가 92,20,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.11864534,129.0135839,,2026-04-21,3260000,부산광역시 서구
131-2-000020,등대시장공영,공영,노외,,부산광역시 서구 남부민동 632-1,44,4,요일제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,10,100,10,100,24,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4512,35.08429018,129.0227413,,2026-04-21,3260000,부산광역시 서구
131-1-000011,남부민2동제3공영,공영,노상,,부산광역시 서구 남부민동 705,14,2,요일제,평일+토요일,07:00,20:00,07:00,20:00,00:00,00:00,유료,10,300,10,300,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.08483806,129.025797,,2026-04-21,3260000,부산광역시 서구
131-1-000012,암남동제1공영,공영,노상,,부산광역시 서구 암남동 135-2,30,2,요일제,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,10,300,10,300,12,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.076124,129.0227267,,2026-04-21,3260000,부산광역시 서구
131-1-000013,암남동제2공영,공영,노상,,부산광역시 서구 암남동 135-8,31,2,요일제,평일+토요일+공휴일,11:00,23:00,11:00,23:00,11:00,23:00,유료,10,300,10,300,12,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.07247828,129.0169719,,2026-04-21,3260000,부산광역시 서구
131-1-000014,암남동제7공영,공영,노상,,부산광역시 서구 암남동 537-4,28,2,요일제,평일+토요일+공휴일,11:00,23:00,11:00,23:00,11:00,23:00,유료,10,300,10,300,12,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.07549432,129.0161189,,2026-04-21,3260000,부산광역시 서구
131-1-000015,암남동제8공영,공영,노상,,부산광역시 서구 암남동 614-5,50,2,요일제,평일+토요일+공휴일,11:00,23:00,11:00,23:00,11:00,23:00,유료,10,300,10,300,12,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.07219403,129.0164542,,2026-04-21,3260000,부산광역시 서구
131-1-000016,암남동제10공영,공영,노상,,부산광역시 서구 암남동 95-13,46,2,요일제,평일+토요일,08:00,21:00,08:00,21:00,00:00,00:00,유료,10,300,10,300,13,,,현금+신용카드,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.08060134,129.0243117,,2026-04-21,3260000,부산광역시 서구
131-1-000017,남부민2동제1공영,공영,노상,,부산광역시 서구 남부민동 705,13,2,요일제,평일+토요일+공휴일,09:00,22:00,09:00,22:00,09:00,22:00,유료,10,300,10,300,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.08483806,129.025797,,2026-04-21,3260000,부산광역시 서구
131-1-000018,동대1제4공영,공영,노상,,부산광역시 서구 동대신동1가 9-48,15,4,요일제,평일+토요일,09:00,22:00,09:00,22:00,00:00,00:00,유료,10,100,10,100,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.11198516,129.024565,,2026-04-21,3260000,부산광역시 서구
131-1-000020,서대4제1공영,공영,노상,,부산광역시 서구 서대신동3가 산2-6,19,4,요일제,평일+토요일,07:00,20:00,07:00,20:00,00:00,00:00,유료,10,100,10,100,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.12113658,129.015146,,2026-04-21,3260000,부산광역시 서구
131-1-000021,서대4제2공영,공영,노상,,부산광역시 서구 서대신동3가 147-45,12,4,요일제,평일+토요일,08:00,21:00,08:00,21:00,00:00,00:00,유료,10,100,10,100,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.11811565,129.0119306,,2026-04-21,3260000,부산광역시 서구
131-1-000022,서대4제3공영,공영,노상,,부산광역시 서구 서대신동3가 7-5,22,4,요일제,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,10,100,10,100,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.12769905,129.0071508,,2026-04-21,3260000,부산광역시 서구
131-1-000023,초장동제1공영,공영,노상,,부산광역시 서구 초장동 128-28,36,4,요일제,평일+토요일,07:00,20:00,07:00,20:00,00:00,00:00,유료,10,100,10,100,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.09296243,129.018806,,2026-04-21,3260000,부산광역시 서구
131-1-000025,등대로공영,공영,노상,,부산광역시 서구 암남동 123-37,49,4,요일제,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,10,100,10,100,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.08086932,129.0249644,,2026-04-21,3260000,부산광역시 서구
131-1-000043,충무동제7공영,공영,노상,,부산광역시 서구 충무동1가 43-1,8,2,요일제,평일+토요일+공휴일,08:00,21:00,08:00,21:00,08:00,21:00,유료,10,300,10,300,13,,,현금,"장애인, 친환경, 경차, 다자녀, 임산부, 국가유공자 등 감면",부산광역시 서구청,051-240-4555,35.09594124,129.0261031,,2026-04-21,3260000,부산광역시 서구
